t    f(t)
begin
0.0  30.916145492660664
5.55555E-6  31.32918218414203
1.11111E-5  36.199728837991806
1.6666649999999997E-5  36.257815622962674
2.22222E-5  36.33046712820411
2.777775E-5  36.47351479931539
3.3333299999999995E-5  36.72483453369954
3.8888849999999996E-5  36.820176743544195
4.44444E-5  36.97017087749359
4.999995E-5  36.90254389267043
5.55555E-5  33.765460162931916
6.111105E-5  38.32112640079067
6.666659999999999E-5  38.521547154838714
7.222215E-5  38.776986375436884
7.777769999999999E-5  39.19083294802479
8.333325E-5  38.648839637775325
8.88888E-5  38.91849828113272
9.444434999999999E-5  38.89473816894511
9.99999E-5  39.04585578234706
1.0555544999999999E-4  38.90060438953001
1.11111E-4  39.55620904547944
1.1666655E-4  41.3521594908622
1.222221E-4  41.75873425538423
1.2777764999999998E-4  42.07023590511863
1.3333319999999998E-4  42.41434940944898
1.3888875E-4  42.78099086323635
1.444443E-4  39.31794595400997
1.4999985E-4  41.69692371822347
1.5555539999999998E-4  41.90923971360841
1.6111094999999998E-4  42.09581537670831
1.666665E-4  42.40040534501597
1.7222205E-4  42.58527928046597
1.777776E-4  42.761923995101164
1.8333314999999998E-4  42.8431898266261
1.8888869999999998E-4  42.96050104281219
1.9444425E-4  42.017884306120834
1.999998E-4  46.39382551360989
2.0555535E-4  46.80424431000106
2.1111089999999998E-4  47.205889941715206
2.1666644999999998E-4  47.067095404316
2.22222E-4  43.96501937321623
2.2777755E-4  44.048873842695116
2.333331E-4  44.2414013018339
2.3888864999999998E-4  44.3845715454739
2.444442E-4  44.55142054591263
2.4999975E-4  44.893645400835254
2.5555529999999997E-4  49.11766169046765
2.6111084999999996E-4  49.36826171272214
2.6666639999999996E-4  49.57017388783628
2.7222195E-4  49.77629428357548
2.777775E-4  49.712452045463976
2.8333305E-4  45.281037063508336
2.888886E-4  45.376824858960745
2.9444415E-4  45.352036065986276
2.999997E-4  45.304270250949806
3.0555525E-4  45.27209630609792
3.1111079999999997E-4  45.286845562887876
3.1666634999999996E-4  45.42274587981559
3.2222189999999996E-4  45.485734820748156
3.2777745E-4  45.88451739814939
3.33333E-4  50.42927834077553
3.3888855E-4  50.6376350484881
3.444441E-4  50.73301924059639
3.4999965E-4  50.92318684449414
3.555552E-4  51.12812480639166
3.6111075E-4  45.238351227332394
3.6666629999999997E-4  45.26438057365824
3.7222184999999996E-4  45.386426746980284
3.7777739999999996E-4  45.52336846285282
3.8333294999999995E-4  45.64879205874895
3.888885E-4  44.504194892364175
3.9444405E-4  51.33624644676032
3.999996E-4  51.86219630189179
4.0555515E-4  52.2117672311204
4.111107E-4  52.73725683441561
4.1666625E-4  52.955104216809495
4.2222179999999997E-4  45.930060405428755
4.2777734999999996E-4  46.13005215418246
4.3333289999999996E-4  46.27116797575206
4.3888844999999995E-4  46.87238977479937
4.44444E-4  45.61989872276478
4.4999955E-4  45.892889960192
4.555551E-4  45.93238890740932
4.6111065E-4  46.113562005356286
4.666662E-4  46.44450381752303
4.7222175E-4  54.92155565669456
4.7777729999999997E-4  55.4067757102228
4.8333284999999996E-4  55.87553291597402
4.888884E-4  56.35223375944203
4.9444395E-4  57.318188752052755
4.999995E-4  46.95943871798451
5.0555505E-4  47.39839906522577
5.111105999999999E-4  47.79527249763773
5.1666615E-4  48.198755830882256
5.222216999999999E-4  48.45682158362864
5.2777725E-4  48.887620095733155
5.333327999999999E-4  58.70869408248874
5.3888835E-4  58.95579088424073
5.444439E-4  59.167596670073536
5.4999945E-4  59.760474827101326
5.55555E-4  58.91479779854059
5.611105499999999E-4  55.99970948775447
5.666661E-4  49.110722710537914
5.722216499999999E-4  49.38513548162265
5.777772E-4  49.62825276623728
5.833327499999999E-4  49.72315054652924
5.888883E-4  50.08149921283805
5.9444385E-4  50.36017361632718
5.999994E-4  50.710162101002545
6.0555495E-4  51.039607807563364
6.111105E-4  58.04164377002405
6.1666605E-4  62.021053038754836
6.222215999999999E-4  62.44263593316789
6.2777715E-4  62.96206286394189
6.333326999999999E-4  63.40080408447306
6.3888825E-4  52.23449063223556
6.444437999999999E-4  52.34293888143022
6.4999935E-4  52.620989701530576
6.555549E-4  52.91317055555801
6.6111045E-4  53.29884323041609
6.66666E-4  52.31400910906792
6.722215499999999E-4  64.87854175442284
6.777771E-4  65.38745914349137
6.833326499999999E-4  65.94653257325686
6.888882E-4  66.28535514781396
6.944437499999999E-4  66.42693707028765
6.999993E-4  62.38755994236214
7.055548499999999E-4  54.204301007584256
7.111104E-4  54.45347431941477
7.1666595E-4  54.92492039932952
7.222215E-4  53.77806333590146
7.2777705E-4  53.84349237759373
7.333325999999999E-4  54.163593727967715
7.3888815E-4  54.28974441541298
7.444436999999999E-4  54.421052568049454
7.4999925E-4  63.60026822566243
7.555547999999999E-4  68.22518568946462
7.6111035E-4  68.45721037809615
7.666658999999999E-4  68.80486614254137
7.7222145E-4  68.93470884356508
7.77777E-4  53.58159373984142
7.833325499999999E-4  53.60380003350631
7.888881E-4  53.57070351249869
7.944436499999999E-4  53.56221989905111
7.999992E-4  53.80663464604323
8.055547499999999E-4  54.14063943267055
