-2.427263E-06	-1.395617E-06	2.770825E-06	1.843243E-06	-4.853352E-08	-2.260027E-06	-2.143399E-06	-1.735482E-07	-2.824766E-06	2.855489E-06	1.090344E-06	9.481379E-07	4.695473E-07	2.930282E-06	3.957009E-06	1.690133E-06	-3.275245E-07	2.322457E-06	-2.659487E-06	3.371591E-06	3.162357E-07	-3.675059E-06	-3.911837E-06	-3.126553E-06	-2.264804E-06	3.521165E-06	-2.541423E-06	-3.486968E-06	-2.368685E-06	-6.424481E-07	2.388000E-06	-3.613337E-06	-2.880169E-06	-2.036502E-06	1.291970E-06	8.576907E-07	-2.076425E-06	2.336079E-06	2.416184E-06	-1.648862E-06	-9.201445E-07	-2.824365E-06	2.048139E-06	-1.302577E-06	-1.549464E-06	-1.100618E-06	-1.124802E-06	1.330286E-06	2.185617E-06	-2.156368E-06	1.115956E-06	-6.650056E-07	1.458060E-06	1.966598E-06	-2.696111E-06	-2.418724E-09	-1.022912E-06	-1.171780E-06	1.375067E-06	-1.147351E-06	1.756170E-07	2.099452E-06	1.385008E-06	4.543119E-07	1.249056E-06	2.776265E-06	-8.980772E-07	1.136007E-06	1.481144E-06	1.607247E-06	-3.722141E-07	-2.427181E-06	1.706951E-06	6.994861E-07	2.003666E-06	-1.851777E-06	1.120230E-06	3.283039E-07	5.483766E-07	-2.051565E-06	2.137043E-06	1.728254E-06	8.811294E-07	-2.004954E-06	7.399148E-07	-2.535267E-06	-2.582306E-06	2.384953E-06	2.856180E-07	2.317789E-06	
-2.281361E-03	-1.437668E-03	1.997133E-03	1.224067E-03	-3.229496E-04	-2.097223E-03	-2.003328E-03	-4.005318E-04	-2.550198E-03	2.169986E-03	7.489704E-04	6.318854E-04	2.412422E-04	2.326101E-03	3.373535E-03	1.322749E-03	-3.216208E-04	1.873284E-03	-2.200162E-03	2.864161E-03	2.843239E-04	-3.120318E-03	-3.327048E-03	-2.523754E-03	-1.727420E-03	3.143532E-03	-1.934479E-03	-2.779480E-03	-1.756941E-03	-3.179164E-04	2.160931E-03	-2.856808E-03	-2.125972E-03	-1.410723E-03	1.342320E-03	9.788144E-04	-1.403784E-03	2.229416E-03	2.282990E-03	-1.024693E-03	-4.455284E-04	-2.031316E-03	2.001982E-03	-7.512236E-04	-9.533253E-04	-5.990820E-04	-6.156220E-04	1.395171E-03	2.079055E-03	-1.478706E-03	1.196151E-03	-2.881161E-04	1.434191E-03	1.830286E-03	-2.026816E-03	2.010778E-04	-6.798914E-04	-8.090000E-04	1.246862E-03	-8.346146E-04	2.329334E-04	1.778409E-03	1.167930E-03	3.842796E-04	1.008030E-03	2.258902E-03	-7.880667E-04	8.498259E-04	1.113074E-03	1.174518E-03	-4.850945E-04	-2.164589E-03	1.197789E-03	3.744017E-04	1.396862E-03	-1.768479E-03	6.507948E-04	-8.493263E-06	1.741981E-04	-1.979935E-03	1.448287E-03	1.110174E-03	4.000392E-04	-1.951501E-03	2.781542E-04	-2.394196E-03	-2.430262E-03	1.633392E-03	-7.019583E-05	1.594287E-03	
-2.379708E-06	-1.347895E-06	2.816615E-06	1.890686E-06	-1.539543E-09	-2.215403E-06	-2.098895E-06	-1.281839E-07	-2.783953E-06	2.895144E-06	1.130534E-06	9.883342E-07	5.095689E-07	2.965600E-06	3.988799E-06	1.727047E-06	-2.911406E-07	2.358334E-06	-2.624887E-06	3.399258E-06	3.503540E-07	-3.649373E-06	-3.886356E-06	-3.097136E-06	-2.233590E-06	3.547299E-06	-2.510517E-06	-3.462369E-06	-2.338103E-06	-6.117111E-07	2.419192E-06	-3.589648E-06	-2.851749E-06	-2.006365E-06	1.322612E-06	8.885898E-07	-2.046180E-06	2.367057E-06	2.447177E-06	-1.618134E-06	-8.888594E-07	-2.794834E-06	2.080002E-06	-1.271160E-06	-1.517886E-06	-1.068751E-06	-1.092891E-06	1.362722E-06	2.218455E-06	-2.124067E-06	1.148871E-06	-6.319390E-07	1.491776E-06	2.000599E-06	-2.662978E-06	3.193976E-08	-9.879291E-07	-1.136572E-06	1.411295E-06	-1.111020E-06	2.127072E-07	2.137255E-06	1.423726E-06	4.935685E-07	1.289086E-06	2.814300E-06	-8.571578E-07	1.178229E-06	1.523806E-06	1.651403E-06	-3.269380E-07	-2.382629E-06	1.753192E-06	7.453904E-07	2.051702E-06	-1.804094E-06	1.168973E-06	3.775192E-07	5.973370E-07	-2.001902E-06	2.187347E-06	1.778399E-06	9.319310E-07	-1.955290E-06	7.907397E-07	-2.486960E-06	-2.534750E-06	2.434925E-06	3.346330E-07	2.366775E-06	
-1.751808E-03	-9.126701E-04	2.507138E-03	1.728625E-03	1.871572E-04	-1.601531E-03	-1.509377E-03	9.252152E-05	-2.069244E-03	2.620369E-03	1.178764E-03	1.062500E-03	6.725180E-04	2.742479E-03	3.754785E-03	1.713370E-03	7.412903E-05	2.248760E-03	-1.807946E-03	3.241395E-03	6.518295E-04	-2.724803E-03	-2.946632E-03	-2.152878E-03	-1.378410E-03	3.479766E-03	-1.586275E-03	-2.420863E-03	-1.414844E-03	1.663929E-05	2.485178E-03	-2.500854E-03	-1.788146E-03	-1.076150E-03	1.665256E-03	1.306782E-03	-1.068548E-03	2.549977E-03	2.606651E-03	-6.865469E-04	-1.043785E-04	-1.684183E-03	2.335024E-03	-4.069571E-04	-6.062145E-04	-2.506590E-04	-2.665868E-04	1.737187E-03	2.421776E-03	-1.120545E-03	1.544518E-03	7.171661E-05	1.789740E-03	2.186676E-03	-1.646629E-03	5.716948E-04	-2.966223E-04	-4.224427E-04	1.630387E-03	-4.357038E-04	6.328813E-04	2.175163E-03	1.578721E-03	8.064673E-04	1.434014E-03	2.690518E-03	-3.399968E-04	1.300429E-03	1.566468E-03	1.643431E-03	7.593800E-06	-1.668556E-03	1.688979E-03	8.678496E-04	1.906142E-03	-1.241933E-03	1.172910E-03	5.233200E-04	7.019929E-04	-1.431879E-03	1.982373E-03	1.644487E-03	9.462330E-04	-1.403590E-03	8.254983E-04	-1.846868E-03	-1.888098E-03	2.166991E-03	4.600833E-04	2.113641E-03	
-5.020215E-03	-3.343217E-03	3.502048E-03	1.981712E-03	-1.101110E-03	-4.578962E-03	-4.395189E-03	-1.215812E-03	-5.421018E-03	4.009439E-03	1.262463E-03	1.027649E-03	2.502341E-04	4.462232E-03	6.450504E-03	2.541625E-03	-7.277456E-04	3.694836E-03	-4.421448E-03	5.671102E-03	6.078804E-04	-6.056494E-03	-6.364280E-03	-4.874846E-03	-3.243788E-03	6.374430E-03	-3.620976E-03	-5.199391E-03	-3.212706E-03	-2.984112E-04	4.642450E-03	-5.268709E-03	-3.803791E-03	-2.399815E-03	3.137940E-03	2.400349E-03	-2.320133E-03	4.956836E-03	5.042564E-03	-1.516781E-03	-3.914389E-04	-3.541420E-03	4.512110E-03	-9.888686E-04	-1.391678E-03	-7.075996E-04	-7.354620E-04	3.276609E-03	4.609752E-03	-2.485438E-03	2.842451E-03	-1.623777E-04	3.250078E-03	4.006684E-03	-3.724195E-03	7.281603E-04	-1.104777E-03	-1.374371E-03	2.685896E-03	-1.498940E-03	6.081065E-04	3.648854E-03	2.388282E-03	7.871246E-04	1.990578E-03	4.446604E-03	-1.658961E-03	1.569076E-03	2.063937E-03	2.119499E-03	-1.258245E-03	-4.604553E-03	2.071170E-03	4.295443E-04	2.396297E-03	-3.932419E-03	8.709676E-04	-4.626324E-04	-9.367737E-05	-4.426237E-03	2.401974E-03	1.723193E-03	2.808363E-04	-4.385116E-03	2.712409E-05	-5.269337E-03	-5.332174E-03	2.734075E-03	-6.302153E-04	2.688352E-03	
-6.527805E-03	-4.469232E-03	3.765326E-03	1.961458E-03	-1.742937E-03	-5.907358E-03	-5.682644E-03	-1.843839E-03	-6.887378E-03	4.535578E-03	1.305325E-03	1.021771E-03	8.914481E-05	5.216687E-03	7.607354E-03	2.967848E-03	-9.536798E-04	4.407586E-03	-5.353818E-03	6.830599E-03	7.676239E-04	-7.204516E-03	-7.503648E-03	-5.734529E-03	-3.717522E-03	7.886629E-03	-4.140211E-03	-5.967381E-03	-3.597888E-03	-5.082102E-05	5.916304E-03	-5.974827E-03	-4.173082E-03	-2.505942E-03	4.207245E-03	3.302713E-03	-2.348125E-03	6.493912E-03	6.576209E-03	-1.338781E-03	-1.423957E-05	-3.783578E-03	5.958918E-03	-7.217062E-04	-1.206027E-03	-4.049296E-04	-4.339418E-04	4.408301E-03	6.020648E-03	-2.563934E-03	3.846823E-03	1.798125E-04	4.276012E-03	5.163758E-03	-4.190604E-03	1.172905E-03	-1.102233E-03	-1.437862E-03	3.414857E-03	-1.654455E-03	8.609883E-04	4.486427E-03	2.929022E-03	9.656946E-04	2.378541E-03	5.305997E-03	-2.075691E-03	1.775401E-03	2.343855E-03	2.350269E-03	-1.777010E-03	-5.829368E-03	2.205164E-03	2.301617E-04	2.529341E-03	-5.122725E-03	6.603463E-04	-9.621203E-04	-5.134765E-04	-5.808667E-03	2.443542E-03	1.624172E-03	-1.344829E-04	-5.774057E-03	-4.503174E-04	-6.857636E-03	-6.926147E-03	2.803406E-03	-1.207331E-03	2.780330E-03	
-5.622647E-03	-3.509975E-03	4.950611E-03	3.082247E-03	-7.251505E-04	-5.021827E-03	-4.795593E-03	-8.506903E-04	-6.044944E-03	5.665965E-03	2.325988E-03	2.034080E-03	1.073592E-03	6.340230E-03	8.811154E-03	4.009675E-03	-2.564552E-05	5.487464E-03	-4.538791E-03	7.996414E-03	1.734177E-03	-6.432153E-03	-6.739789E-03	-4.940099E-03	-2.878195E-03	9.130165E-03	-3.304798E-03	-5.168132E-03	-2.739666E-03	9.162232E-04	7.093772E-03	-5.159330E-03	-3.303999E-03	-1.590930E-03	5.348532E-03	4.413934E-03	-1.405935E-03	7.760829E-03	7.848428E-03	-3.404310E-04	1.025923E-03	-2.849941E-03	7.228916E-03	3.071099E-04	-1.861463E-04	6.374144E-04	6.109466E-04	5.614808E-03	7.300836E-03	-1.576551E-03	5.033026E-03	1.243954E-03	5.473830E-03	6.391097E-03	-3.252413E-03	2.265189E-03	-7.788266E-05	-4.201692E-04	4.574692E-03	-6.409621E-04	1.944047E-03	5.679900E-03	4.080842E-03	2.057966E-03	3.514771E-03	6.531436E-03	-1.061683E-03	2.905316E-03	3.488079E-03	3.502285E-03	-7.349805E-04	-4.889841E-03	3.363043E-03	1.323113E-03	3.709329E-03	-4.149213E-03	1.789528E-03	1.325642E-04	5.866618E-04	-4.844196E-03	3.636563E-03	2.788154E-03	9.931347E-04	-4.816437E-03	6.665424E-04	-5.942162E-03	-6.020786E-03	3.994125E-03	-1.407914E-04	3.950565E-03	
-8.440489E-03	-5.991942E-03	3.815528E-03	1.708495E-03	-2.701798E-03	-7.614856E-03	-7.351877E-03	-2.767462E-03	-8.714299E-03	4.974345E-03	1.238922E-03	8.993552E-04	-2.082332E-04	5.993153E-03	8.862306E-03	3.402405E-03	-1.253850E-03	5.197751E-03	-6.445243E-03	8.180110E-03	9.689347E-04	-8.490217E-03	-8.739657E-03	-6.644858E-03	-4.152763E-03	9.699699E-03	-4.610052E-03	-6.682691E-03	-3.887756E-03	3.945815E-04	7.546390E-03	-6.575340E-03	-4.368401E-03	-2.417170E-03	5.663189E-03	4.559399E-03	-2.135230E-03	8.460704E-03	8.527457E-03	-8.697447E-04	6.617121E-04	-3.792772E-03	7.832587E-03	-1.648537E-04	-7.418518E-04	1.779469E-04	1.500233E-04	5.937296E-03	7.825323E-03	-2.424211E-03	5.209818E-03	7.626700E-04	5.630451E-03	6.651861E-03	-4.567766E-03	1.829370E-03	-9.859279E-04	-1.402056E-03	4.341846E-03	-1.757411E-03	1.212694E-03	5.495305E-03	3.572712E-03	1.178928E-03	2.811587E-03	6.269221E-03	-2.589196E-03	1.955166E-03	2.592695E-03	2.512056E-03	-2.500227E-03	-7.355694E-03	2.210880E-03	-1.387029E-04	2.496202E-03	-6.665729E-03	2.215652E-04	-1.741398E-03	-1.198597E-03	-7.586781E-03	2.252177E-03	1.272669E-03	-8.604684E-04	-7.570518E-03	-1.255063E-03	-8.853922E-03	-8.927051E-03	2.615366E-03	-2.106306E-03	2.635632E-03	
-8.439985E-03	-5.991441E-03	3.816098E-03	1.709041E-03	-2.701301E-03	-7.614391E-03	-7.351416E-03	-2.766981E-03	-8.713854E-03	4.974891E-03	1.239425E-03	8.998530E-04	-2.077484E-04	5.993714E-03	8.862896E-03	3.402929E-03	-1.253382E-03	5.198302E-03	-6.444821E-03	8.180702E-03	9.694356E-04	-8.489804E-03	-8.739243E-03	-6.644427E-03	-4.152304E-03	9.700344E-03	-4.609587E-03	-6.682238E-03	-3.887274E-03	3.951246E-04	7.547034E-03	-6.574867E-03	-4.367894E-03	-2.416638E-03	5.663842E-03	4.560039E-03	-2.134671E-03	8.461422E-03	8.528178E-03	-8.691405E-04	6.623396E-04	-3.792198E-03	7.833330E-03	-1.642243E-04	-7.412218E-04	1.785880E-04	1.506687E-04	5.938025E-03	7.826079E-03	-2.423589E-03	5.210542E-03	7.633297E-04	5.631181E-03	6.652597E-03	-4.567170E-03	1.830046E-03	-9.852913E-04	-1.401419E-03	4.342553E-03	-1.756778E-03	1.213357E-03	5.496024E-03	3.573418E-03	1.179592E-03	2.812273E-03	6.269940E-03	-2.588575E-03	1.955844E-03	2.593369E-03	2.512727E-03	-2.499623E-03	-7.355121E-03	2.211536E-03	-1.380847E-04	2.496854E-03	-6.665155E-03	2.221834E-04	-1.740800E-03	-1.197999E-03	-7.586216E-03	2.252805E-03	1.273277E-03	-8.598816E-04	-7.569971E-03	-1.254490E-03	-8.853387E-03	-8.926528E-03	2.615956E-03	-2.105769E-03	2.636208E-03	
-4.892067E-03	-2.611537E-03	6.522164E-03	4.514967E-03	3.959637E-04	-4.248465E-03	-4.009006E-03	2.491672E-04	-5.350305E-03	7.245629E-03	3.651216E-03	3.336576E-03	2.304570E-03	7.977753E-03	1.061334E-02	5.463344E-03	1.132476E-03	7.067120E-03	-3.697334E-03	9.773881E-03	3.039902E-03	-5.699920E-03	-6.004289E-03	-4.070900E-03	-1.846526E-03	1.104166E-02	-2.283852E-03	-4.249181E-03	-1.656021E-03	2.269878E-03	8.935454E-03	-4.200083E-03	-2.199017E-03	-3.703748E-04	7.118219E-03	6.108779E-03	-1.341907E-04	9.734144E-03	9.828237E-03	1.045030E-03	2.507874E-03	-1.634129E-03	9.203713E-03	1.751427E-03	1.230857E-03	2.109762E-03	2.087114E-03	7.495355E-03	9.288739E-03	-2.526340E-04	6.867795E-03	2.757418E-03	7.331460E-03	8.302620E-03	-2.078945E-03	3.842031E-03	1.300381E-03	9.339889E-04	6.310356E-03	6.801192E-04	3.450438E-03	7.479604E-03	5.748895E-03	3.549174E-03	5.115298E-03	8.354364E-03	1.792915E-04	4.442125E-03	5.058302E-03	5.064037E-03	4.822329E-04	-4.013993E-03	4.896854E-03	2.694044E-03	5.259655E-03	-3.247415E-03	3.186176E-03	1.389766E-03	1.879599E-03	-4.023466E-03	5.165344E-03	4.246899E-03	2.300891E-03	-4.006255E-03	1.939105E-03	-5.219529E-03	-5.309516E-03	5.521180E-03	1.051640E-03	5.464206E-03	
