t	i
0.000507778	18.58757739
0.000508884	18.68368538
0.00051	18.78006697
0.000511106	18.74376848
0.000512222	18.70970798
0.000513328	18.67605078
0.000514444	18.6426454
0.00051555	18.6094694
0.000516667	18.57654161
0.000517773	18.67616162
0.000518889	18.77456373
0.000519995	18.87465301
0.000521111	18.97584506
0.000522217	19.07778481
0.000523333	19.17974359
0.000524439	19.28327128
0.000525556	19.24739393
0.000526661	19.35286227
0.000527778	19.45670632
0.000528884	19.56042295
0.00053	19.66475126
0.000531106	19.76998976
0.000532222	19.87554414
0.000533328	19.98193993
0.000534444	19.94471714
0.00053555	19.90995329
0.000536667	19.87551993
0.000537772	19.8413498
0.000538889	19.80746983
0.000539995	19.91769977
0.000541111	20.02689728
0.000542217	20.13921431
0.000543333	20.252476
0.000544439	20.36591074
0.000545556	20.48035671
0.000546661	20.59578619
0.000547778	20.559009
0.000548883	20.67877183
0.00055	20.79790164
0.000551106	20.91701649
0.000552222	21.03622787
0.000553328	21.15560212
0.000554444	21.27505623
0.00055555	21.39472453
0.000556667	21.35687974
0.000557772	21.320934
0.000558889	21.28522501
0.000559994	21.24970118
0.000561111	21.21438263
0.000562217	21.1793209
0.000563333	21.3016747
0.000564439	21.42384198
0.000565555	21.5466394
0.000566661	21.66980979
0.000567778	21.79413993
0.000568883	21.91969381
0.00057	22.04608788
0.000571105	22.00729663
0.000572222	22.1371108
0.000573328	22.26533546
0.000574444	22.39326572
0.00057555	22.5210702
0.000576667	22.64908936
0.000577772	22.77820223
0.000578889	22.9106734
0.000579994	22.86738991
0.000581111	22.82984807
0.000582216	22.79262922
0.000583333	22.75565421
0.000584439	22.71888016
0.000585555	22.85638071
0.000586661	22.9910863
0.000587778	23.12525576
0.000588883	23.25933719
0.00059	23.39395187
0.000591105	23.5292511
0.000592222	23.66710275
0.000593327	23.626532
0.000594444	23.76724605
0.00059555	23.90655383
0.000596667	24.04523053
0.000597772	24.18249941
0.000598889	24.31893205
0.000599994	24.4545237
0.000601111	24.58971183
0.000602216	24.54664817
0.000603333	24.50676841
0.000604438	24.46738114
0.000605555	24.42824639
0.000606661	24.38930915
0.000607778	24.3505554
0.000608883	24.48922559
0.00061	24.62489416
0.000611105	24.76001397
0.000612222	24.8951698
0.000613327	25.0301365
0.000614444	25.16538538
0.000615549	25.30075257
0.000616667	25.25822436
0.000617772	25.39599675
0.000618889	25.53192531
0.000619994	25.66845913
0.000621111	25.80509718
0.000622216	25.94192533
0.000623333	26.07907409
0.000624438	26.05969658
0.000625555	26.01723627
0.00062666	25.97597179
0.000627778	25.93494793
0.000628883	25.89410102
0.00063	25.85348377
0.000631105	25.83506296
0.000632222	25.97076304
0.000633327	26.10624179
0.000634444	26.240819
0.000635549	26.37462344
0.000636667	26.50806739
0.000637771	26.64142604
0.000638889	26.59506217
0.000639994	26.73050521
0.000641111	26.86396203
0.000642216	26.99765216
0.000643333	27.12992658
0.000644438	27.26085676
0.000645555	27.39110728
0.00064666	27.52102121
0.000647778	27.47604701
0.000648882	27.43309721
0.00065	27.39042514
0.000651105	27.34795432
0.000652222	27.3056787
0.000653327	27.27845005
0.000654444	27.40893986
0.000655549	27.53915371
0.000656667	27.66904315
0.000657771	27.79872452
0.000658889	27.92828371
0.000659993	28.05773226
0.000661111	28.18699715
0.000662216	28.14255949
0.000663333	28.27187016
0.000664438	28.39951511
0.000665555	28.52656282
0.00066666	28.65326364
0.000667778	28.77977159
0.000668882	28.90604235
0.00067	28.87005018
0.000671104	28.82479751
0.000672222	28.78047487
0.000673327	28.73639619
0.000674444	28.69248258
0.000675549	28.64875405
0.000676667	28.6140188
0.000677771	28.73940213
0.000678889	28.8633506
0.000679993	28.98633057
0.000681111	29.10808614
0.000682215	29.22950879
0.000683333	29.35073273
0.000684438	29.30438426
0.000685555	29.42680334
0.00068666	29.54774364
0.000687778	29.66841741
0.000688882	29.78895172
0.00069	29.90913767
0.000691104	30.029036
0.000692222	30.14885291
0.000693326	30.10155146
0.000694444	30.05550679
0.000695549	30.0096896
0.000696667	29.96408272
0.000697771	29.9186626
0.000698889	29.87071178
0.000699993	29.99142035
0.000701111	30.11131076
0.000702215	30.23098622
0.000703333	30.35050036
0.000704437	30.46841274
0.000705555	30.58493333
0.00070666	30.70030791
0.000707778	30.65249661
0.000708882	30.76862791
0.00071	30.88325189
0.000711104	30.99707169
0.000712222	31.11062083
0.000713326	31.22355685
0.000714444	31.33408709
0.000715548	31.27478773
0.000716667	31.22552413
0.000717771	31.17799628
0.000718889	31.13079259
0.000719993	31.08381273
0.000721111	31.03700324
0.000722215	30.97980898
0.000723333	31.08897808
0.000724437	31.19772926
0.000725555	31.30624727
0.000726659	31.41447435
0.000727778	31.5223442
0.000728882	31.63007476
0.00073	31.58121397
0.000731104	31.6899419
0.000732222	31.79765457
0.000733326	31.90504147
0.000734444	32.01219867
0.000735548	32.1179402
0.000736667	32.22223101
0.00073777	32.15540335
0.000738889	32.08809866
0.000739993	32.03881874
0.000741111	31.99029754
0.000742215	31.94198896
0.000743333	31.89384542
0.000744437	31.82705857
0.000745555	31.92906168
0.000746659	32.02913347
0.000747778	32.12874405
0.000748881	32.22819848
0.00075	32.32750465
0.000751104	32.426664
0.000752222	32.52562905
0.000753326	32.47536892
0.000754444	32.57503691
0.000755548	32.6698497
0.000756667	32.76871487
0.00075777	32.86680916
0.000758889	32.96433753
0.000759992	33.06161647
0.000761111	32.98599257
0.000762215	32.93575516
0.000763333	32.88595923
0.000764437	32.83633931
0.000765555	32.78696142
0.000766659	32.71233886
0.000767778	32.63688622
0.000768881	32.73382773
0.00077	32.8300231
0.000771103	32.92556712
0.000772222	33.02061857
0.000773326	33.11510836
0.000774444	33.20936908
0.000775548	33.15807157
0.000776667	33.25329483
0.00077777	33.34718575
0.000778889	33.44064247
0.000779992	33.5339314
0.000781111	33.62701577
0.000782214	33.71987417
0.000783333	33.6374756
0.000784437	33.55534272
0.000785555	33.50352883
0.000786659	33.45238871
0.000787778	33.40154661
0.000788881	33.35092907
0.00079	33.26909456
0.000791103	33.36125919
0.000792222	33.45272303
0.000793325	33.54385782
0.000794444	33.63450402
0.000795548	33.72468047
0.000796667	33.81472995
0.00079777	33.7623145
0.000798889	33.85324072
0.000799992	33.94323334
0.000801111	34.03308546
0.000802214	34.12246995
0.000803333	34.21176064
0.000804436	34.3008685
0.000805555	34.38991268
0.000806659	34.30128262
0.000807778	34.24827483
0.000808881	34.19585061
0.00081	34.14234587
0.000811103	34.09089484
0.000812222	34.00365585
0.000813325	33.91618884
0.000814444	34.00532944
0.000815547	34.09385025
0.000816667	34.18215248
0.00081777	34.27026594
0.000818889	34.35818883
0.000819992	34.44609743
0.000821111	34.39288982
0.000822214	34.48156121
0.000823333	34.5695133
0.000824436	34.65719143
0.000825555	34.74479519
0.000826658	34.8322697
0.000827778	34.91971178
0.000828881	34.82826499
0.00083	34.7374123
0.000831103	34.6839394
0.000832222	34.630988
0.000833325	34.57828277
0.000834444	34.52586092
0.000835547	34.43595372
0.000836667	34.52414184
0.000837769	34.61170738
0.000838889	34.69919693
0.000839992	34.7865761
0.000841111	34.87412249
0.000842214	34.96189917
0.000843333	34.90767135
0.000844436	34.99618514
0.000845555	35.0837723
0.000846658	35.17117901
0.000847778	35.25883832
0.00084888	35.34643506
0.00085	35.43392413
0.000851103	35.34117776
0.000852222	35.24914912
0.000853325	35.19480507
0.000854444	35.14090926
0.000855547	35.08725745
0.000856667	35.0338045
0.000857769	34.94261051
0.000858889	34.85115657
0.000859991	34.93931589
0.000861111	35.02642362
0.000862214	35.11407112
0.000863333	35.20147108
0.000864436	35.28887472
0.000865555	35.37622652
0.000866658	35.32112457
0.000867778	35.40945586
0.00086888	35.49726631
0.00087	35.58512652
0.000871102	35.67325966
0.000872222	35.76164604
0.000873325	35.85068238
0.000874444	35.75735128
0.000875547	35.66471134
0.000876667	35.60957855
0.000877769	35.55485199
0.000878889	35.50037384
0.000879991	35.44617824
0.000881111	35.35451328
0.000882213	35.44479259
0.000883333	35.53451254
0.000884436	35.62424795
0.000885555	35.71397452
0.000886658	35.80374491
0.000887778	35.893432
0.00088888	35.83758678
0.00089	35.92807422
0.000891102	36.01764919
0.000892222	36.10711198
0.000893324	36.1964545
0.000894444	36.28567716
0.000895547	36.37518527
0.000896667	36.28039086
0.000897769	36.18633728
0.000898889	36.13031003
0.000899991	36.07484041
0.000901111	36.01964698
0.000902213	35.96470367
0.000903333	35.87183579
0.000904435	35.77872598
0.000905555	35.8696002
0.000906658	35.95997866
0.000907778	36.05047151
0.00090888	36.14126571
0.00091	36.23219666
0.000911102	36.32231359
0.000912222	36.26562397
0.000913324	36.3574367
0.000914444	36.4485019
0.000915546	36.53961494
0.000916667	36.63087032
0.000917769	36.72230073
0.000918889	36.81420451
0.000919991	36.72008879
0.000921111	36.6269431
0.000922213	36.57034734
0.000923333	36.51442709
0.000924435	36.45884221
0.000925555	36.36691531
0.000926657	36.27488044
0.000927778	36.36858396
0.00092888	36.46179104
0.00093	36.55538766
0.000931102	36.64985609
0.000932222	36.74492049
0.000933324	36.84079036
0.000934444	36.78366995
0.000935546	36.88080322
0.000936667	36.97788403
0.000937768	37.07554718
0.000938889	37.17323268
0.000939991	37.27076857
0.000941111	37.36834151
0.000942213	37.27758984
0.000943333	37.18822121
0.000944435	37.13125914
0.000945555	37.07474167
0.000946657	37.01851448
0.000947778	36.96257429
0.000948879	36.87451113
0.00095	36.78648564
0.000951102	36.88741571
0.000952222	36.98828183
0.000953324	37.08919179
0.000954444	37.1903123
0.000955546	37.29153249
0.000956667	37.39286817
0.000957768	37.33558552
0.000958889	37.43804372
0.00095999	37.53975221
0.000961111	37.63926241
0.000962213	37.74239637
0.000963333	37.84568319
0.000964435	37.75855946
0.000965555	37.67235526
0.000966657	37.58636967
0.000967778	37.52891983
0.000968879	37.47209407
0.00097	37.41555706
0.000971101	37.33077067
0.000972222	37.24602596
0.000973324	37.3518234
0.000974444	37.45718424
0.000975546	37.56305297
0.000976667	37.66917357
0.000977768	37.77545125
0.000978889	37.8820556
0.00097999	37.82370787
0.000981111	37.93267196
0.000982212	38.04270073
0.000983333	38.15329593
0.000984435	38.26431482
0.000985555	38.3754398
0.000986657	38.48690317
0.000987778	38.40545749
0.000988879	38.32509115
0.00099	38.26714522
0.000991101	38.21011104
0.000992222	38.1533721
0.000993323	38.09686868
0.000994444	38.01821206
0.000995546	37.93953599
0.000996667	38.05497057
0.000997768	38.17174747
0.000998889	38.2894061
0.00099999	38.40738486
0.001001111	38.52551998
0.001002212	38.46712018
0.001003333	38.41045497
0.001004434	38.53052814
0.001005555	38.64934874
0.001006657	38.7682033
0.001007778	38.88715205
0.001008879	39.00675506
0.00101	38.93260732
0.001011101	38.85968269
0.001012222	38.78870689
0.001013323	38.73093293
0.001014444	38.67422436
0.001015545	38.61786401
0.001016667	38.54838387
0.001017768	38.47857356
0.001018889	38.60443209
0.00101999	38.73019566
0.001021111	38.85673396
0.001022212	38.98411437
0.001023333	39.11194214
0.001024434	39.24109595
0.001025555	39.18229855
0.001026656	39.31536659
0.001027778	39.44823988
0.001028879	39.58211768
0.00103	39.71626073
0.001031101	39.85152604
0.001032222	39.98696696
0.001033323	39.92362679
0.001034444	39.86147775
0.001035545	39.80303801
0.001036667	39.74578339
0.001037767	39.68887511
0.001038889	39.62859623
0.00103999	39.56786402
0.001041111	39.50737042
0.001042212	39.64513574
0.001043333	39.78219508
0.001044434	39.91993797
0.001045555	40.05863134
0.001046656	40.19888456
0.001047778	40.13931595
0.001048878	40.08202482
0.00105	40.22480704
0.001051101	40.36607922
0.001052222	40.50796226
0.001053323	40.65115717
0.001054444	40.79511697
0.001055545	40.73807355
0.001056667	40.68246062
0.001057767	40.62805542
0.001058889	40.56919644
0.001059989	40.51176329
0.001061111	40.45465252
0.001062212	40.40253077
0.001063333	40.34989088
0.001064434	40.29501672
0.001065555	40.4450766
0.001066656	40.59426584
0.001067778	40.74470769
0.001068878	40.89584591
0.00107	41.0472948
0.0010711	40.98645554
0.001072222	41.14109948
0.001073323	41.29339153
0.001074444	41.44604833
0.001075545	41.60236136
0.001076667	41.76143139
0.001077767	41.71492524
0.001078889	41.66942871
0.001079989	41.62430247
0.001081111	41.56423107
0.001082211	41.50552453
0.001083333	41.44714569
0.001084434	41.4040761
0.001085555	41.36011791
0.001086656	41.31639075
0.001087778	41.47827142
0.001088878	41.63929402
0.00109	41.8002283
0.0010911	41.96145393
0.001092222	42.12429155
0.001093322	42.06293911
0.001094444	42.00410504
0.001095545	42.17047306
0.001096667	42.33652682
0.001097767	42.50530669
0.001098889	42.67520085
0.001099989	42.84605274
0.001101111	42.80854244
0.001102211	42.77215037
0.001103333	42.73635538
0.001104433	42.67608747
0.001105555	42.61697571
0.001106656	42.55813168
0.001107778	42.52382562
0.001108878	42.48820573
0.00111	42.45252131
0.0011111	42.62615045
0.001112222	42.79899612
0.001113322	42.97177019
0.001114444	43.14468144
0.001115544	43.31842642
0.001116667	43.25581128
0.001117767	43.43519186
0.001118889	43.61115175
0.001119989	43.7904911
0.001121111	43.9702615
0.001122211	44.15010448
0.001123333	44.11764615
0.001124433	44.08620103
0.001125555	44.05503983
0.001126655	43.99341453
0.001127778	43.93311852
0.001128878	43.87316142
0.00113	43.84323469
0.0011311	43.81175456
0.001132222	43.77995798
0.001133322	43.96178512
0.001134444	44.14285969
0.001135544	44.32390427
0.001136667	44.50510626
0.001137766	44.68653606
0.001138889	44.62229547
0.001139989	44.5614166
0.001141111	44.74635987
0.001142211	44.9279952
0.001143333	45.10925061
0.001144433	45.2909147
0.001145555	45.47353264
0.001146655	45.43809511
0.001147778	45.40332345
0.001148877	45.36927227
0.00115	45.30596657
0.0011511	45.24463677
0.001152222	45.18370028
0.001153322	45.15176866
0.001154444	45.11798104
0.001155544	45.0840371
0.001156667	45.270531
0.001157766	45.45692159
0.001158889	45.64362436
0.001159988	45.82988962
0.001161111	46.01585175
0.001162211	45.95191614
0.001163333	46.13932255
0.001164433	46.32480156
0.001165555	46.51067482
0.001166655	46.6967769
0.001167778	46.88290152
0.001168877	46.84527341
0.00117	46.80795034
0.001171099	46.77069725
0.001172222	46.70721944
0.001173322	46.64469507
0.001174444	46.58242049
0.001175544	46.5463203
0.001176667	46.50512092
0.001177766	46.46607463
0.001178889	46.65201783
0.001179988	46.83716619
0.001181111	47.02216846
0.00118221	47.20673226
0.001183333	47.3911449
0.001184433	47.3255629
0.001185555	47.26184546
0.001186655	47.44799126
0.001187778	47.63276132
0.001188877	47.81756074
0.00119	48.0023704
0.001191099	47.95819074
0.001192222	47.91438053
0.001193321	47.87080744
0.001194444	47.82733968
0.001195544	47.76263925
0.001196667	47.69875991
0.001197766	47.65570351
0.001198889	47.61183835
0.001199988	47.56780916
0.001201111	47.52350562
0.00120221	47.70847719
0.001203333	47.8929086
0.001204432	48.0772496
0.001205555	48.26129423
0.001206655	48.19573793
0.001207778	48.13146504
0.001208877	48.31638076
0.00121	48.49997547
0.001211099	48.68330415
0.001212222	48.86650424
0.001213321	49.04961901
0.001214444	49.00070643
0.001215543	48.95190529
0.001216667	48.90294835
0.001217766	48.837506
0.001218889	48.77284893
0.001219988	48.7084333
0.001221111	48.66014566
0.00122221	48.6111059
0.001223333	48.5614847
0.001224432	48.74424658
0.001225555	48.92653245
0.001226654	49.10882414
0.001227778	49.29109308
0.001228877	49.47316497
0.00123	49.40652028
0.001231099	49.34133907
0.001232222	49.52489699
0.001233321	49.70731037
0.001234444	49.88967344
0.001235543	50.06665616
0.001236667	50.01413045
0.001237765	49.9614322
0.001238889	49.90816088
0.001239988	49.85474138
0.001241111	49.7882644
0.00124221	49.72270448
0.001243333	49.66965249
0.001244432	49.61569383
0.001245555	49.56137407
0.001246654	49.50560566
0.001247778	49.68606935
0.001248876	49.86618632
0.00125	50.04607148
0.001251099	50.22515503
0.001252222	50.15764944
0.001253321	50.09155411
0.001254444	50.27163379
0.001255543	50.45028266
0.001256667	50.62879477
0.001257765	50.80734989
0.001258889	50.98583383
0.001259987	50.92418232
0.001261111	50.86275165
0.00126221	50.80134718
0.001263333	50.73378164
0.001264432	50.66709406
0.001265555	50.60069252
0.001266654	50.54045151
0.001267778	50.4795226
0.001268876	50.41834063
0.00127	50.59639674
0.001271098	50.773986
0.001272222	50.95135419
0.001273321	51.12853392
0.001274444	51.30549418
0.001275543	51.23728702
0.001276667	51.17021547
0.001277765	51.34818268
0.001278889	51.52509859
0.001279987	51.70171308
0.001281111	51.8776239
0.001282209	51.81105599
0.001283333	51.74477446
0.001284432	51.6771638
0.001285555	51.60939259
0.001286654	51.54152311
