t	i
begin
0.0 -1.470710447761194E-4
1.11111E-6 0.001465277432835821
2.2222E-6 0.0012652601940298506
3.33333E-6 0.0029084614179104478
4.4444E-6 0.0045163420895522385
5.55556E-6 0.006139840343283583
6.6666E-6 0.0077621587014925384
7.77778E-6 0.009389749940298507
8.8888E-6 0.011033665119402984
1.0E-5 0.011633876880597015
1.1111E-5 0.012261313656716418
1.22222E-5 0.012068579970149254
1.33332E-5 0.01188599991044776
1.44444E-5 0.011708045492537313
1.55554E-5 0.011534231746268657
1.66667E-5 0.012180670119402985
1.77776E-5 0.01282436473134328
1.88889E-5 0.014498111119402985
1.99998E-5 0.016142686910447762
2.11111E-5 0.017751374865671642
2.2222E-5 0.01940412147761194
2.33333E-5 0.021048942567164178
2.44442E-5 0.022679627492537314
2.55556E-5 0.022472190358208955
2.66664E-5 0.02411898889552239
2.77778E-5 0.025720754507462685
2.88886E-5 0.02730657395522388
3.0E-5 0.02888980929850746
3.11108E-5 0.0304751177761194
3.22222E-5 0.03112507491044776
3.3333E-5 0.03179929149253732
3.44444E-5 0.03248355334328359
3.55552E-5 0.03227601032835821
3.66667E-5 0.03208579817910447
3.77774E-5 0.03189801353731343
3.88889E-5 0.03260709728358209
3.99996E-5 0.033305742776119404
4.11111E-5 0.03400634256716418
4.22218E-5 0.03565981473134328
4.33333E-5 0.03729957537313433
4.4444E-5 0.03894099265671642
4.55556E-5 0.040586728208955224
4.66662E-5 0.042235239850746266
4.77778E-5 0.041998438402985075
4.88884E-5 0.043677242074626865
5.0E-5 0.045321988014925374
5.11106E-5 0.04696407135820895
5.22222E-5 0.04858084625373134
5.33328E-5 0.050183594955223884
5.44444E-5 0.05176755250746269
5.5555E-5 0.05247030716417911
5.66667E-5 0.05319085692537314
5.77772E-5 0.05293638761194029
5.88889E-5 0.05271296597014926
5.99994E-5 0.052494283552238806
6.11111E-5 0.05227873062686568
6.22216E-5 0.05304427194029852
6.33333E-5 0.053797214552238806
6.44438E-5 0.055391991223880596
6.55555E-5 0.056961872223880605
6.6666E-5 0.058540482044776125
6.77778E-5 0.06012477349253731
6.88882E-5 0.06170813559701493
7.0E-5 0.06144590026865671
7.11104E-5 0.061210640940298516
7.22222E-5 0.06281491235820896
7.33326E-5 0.06438110937313433
7.44444E-5 0.06593941752238806
7.55548E-5 0.067495553
7.66667E-5 0.06905164
7.7777E-5 0.06981875482089551
7.88889E-5 0.07059959859701492
7.99992E-5 0.07138344476119403
8.11111E-5 0.07109485902985076
8.22214E-5 0.07085877789552238
8.33333E-5 0.07062558788059702
8.44436E-5 0.07143614925373135
8.55555E-5 0.07224384313432836
8.66658E-5 0.07382876091044777
8.77778E-5 0.07540621870149254
8.8888E-5 0.07698034834328359
9.0E-5 0.07854977288059702
9.11102E-5 0.08011412398507463
9.22222E-5 0.08165919671641791
9.33324E-5 0.08139633626865672
9.44444E-5 0.08294201323880597
9.55546E-5 0.08444917871641791
9.66667E-5 0.08594355331343284
9.77768E-5 0.0874246286119403
9.88889E-5 0.0888929027761194
9.9999E-5 0.09035528935820895
1.01111E-4 0.09112434498507463
1.02221E-4 0.09190876737313433
1.03333E-4 0.0916315947761194
1.04443E-4 0.09136423573134328
1.05556E-4 0.09109971614925373
1.06666E-4 0.0908371670597015
1.07778E-4 0.0916357634477612
1.08888E-4 0.09242731385074626
1.1E-4 0.09389972968656717
1.1111E-4 0.09535364213432836
1.12222E-4 0.09679704985074628
1.13332E-4 0.09823272123880597
1.14444E-4 0.09965915231343284
1.15554E-4 0.0993568439402985
1.16667E-4 0.09907969288059701
1.17777E-4 0.10051121702985075
1.18889E-4 0.101900383
1.19999E-4 0.10326270998507463
1.21111E-4 0.10460860604477612
1.22221E-4 0.10594597949253731
1.23333E-4 0.10669384479104478
1.24443E-4 0.10746329719402986
1.25556E-4 0.10716123214925373
1.26665E-4 0.10686901311940299
1.27778E-4 0.10657975511940299
1.28888E-4 0.10629272105970149
1.3E-4 0.10708023662686565
1.3111E-4 0.10786361434328358
1.32222E-4 0.10922098120895522
1.33332E-4 0.11055150740298507
1.34444E-4 0.11187484737313433
1.35554E-4 0.11318804101492538
1.36667E-4 0.11446334202985076
1.37776E-4 0.11570765277611941
1.38889E-4 0.11537219167164178
1.39999E-4 0.11660148199999998
1.41111E-4 0.11778444362686567
1.42221E-4 0.11889345022388059
1.43333E-4 0.12006677873134328
1.44443E-4 0.12123644150746268
1.45556E-4 0.12239851929850745
1.46665E-4 0.12312998356716418
1.47778E-4 0.12387888504477611
1.48887E-4 0.12356170976119403
1.5E-4 0.12325224294029849
1.5111E-4 0.12294513102985076
1.52222E-4 0.12263999480597014
1.53332E-4 0.12340024259701492
1.54444E-4 0.12415232391044777
1.55554E-4 0.12530612876119404
1.56667E-4 0.12643442098507462
1.57776E-4 0.12754863837313432
1.58889E-4 0.12864345743283584
1.59998E-4 0.12973368086567164
1.61111E-4 0.12939348525373134
1.62221E-4 0.12907344943283583
1.63333E-4 0.13018024410447762
1.64443E-4 0.13126676504477613
1.65556E-4 0.13234062868656718
1.66665E-4 0.13340064923880596
1.67778E-4 0.1344319200597015
1.68887E-4 0.13514327010447763
1.7E-4 0.13586145637313432
1.71109E-4 0.13552346161194032
1.72222E-4 0.13519124353731343
1.73332E-4 0.13486098746268654
1.74444E-4 0.13453261747761194
1.75554E-4 0.13525842731343282
1.76667E-4 0.13597946302985076
1.77776E-4 0.13697319197014926
1.78889E-4 0.13794531929850748
1.79998E-4 0.13891245885074627
1.81111E-4 0.13987375847761196
1.8222E-4 0.14082859017910446
1.83333E-4 0.14177362380597014
1.84443E-4 0.14141570510447762
1.85556E-4 0.1423600838955224
1.86665E-4 0.143284644880597
1.87778E-4 0.14420320683582089
1.88887E-4 0.14511401291044776
1.9E-4 0.1460114135074627
1.91109E-4 0.14690056695522388
1.92222E-4 0.1475841763880597
1.93331E-4 0.14827449786567165
1.94444E-4 0.14790870043283583
1.95554E-4 0.14754983840298508
1.96667E-4 0.14719363837313434
1.97776E-4 0.14683995020895524
1.98889E-4 0.14754146807462684
1.99998E-4 0.1484230943880597
2.01111E-4 0.14929191985074625
2.0222E-4 0.15011742582089552
2.03333E-4 0.15099317985074628
2.04442E-4 0.15186159104477612
2.05556E-4 0.15271550402985073
2.06665E-4 0.15234956746268657
2.07778E-4 0.15319852507462686
2.08887E-4 0.15402129059701491
2.1E-4 0.1548391447761194
2.11109E-4 0.15565254835820894
2.12222E-4 0.1564595985074627
2.13331E-4 0.15726037447761196
2.14444E-4 0.15805222835820895
2.15553E-4 0.15872543835820896
2.16667E-4 0.1583441174626866
2.17776E-4 0.15797026537313433
2.18889E-4 0.1575990458208955
2.19998E-4 0.15723012731343283
2.21111E-4 0.15792119820895523
2.2222E-4 0.15860736253731345
2.23333E-4 0.15939650164179103
2.24442E-4 0.16016993791044776
2.25556E-4 0.1609285604477612
2.26664E-4 0.1616775019402985
2.27778E-4 0.16241477074626864
2.28887E-4 0.16314856298507463
2.3E-4 0.1627529832835821
2.31109E-4 0.16349482074626867
2.32222E-4 0.16421712641791045
2.33331E-4 0.16493312970149254
2.34444E-4 0.1656440553731343
2.35553E-4 0.16634924835820897
2.36667E-4 0.1670437713432836
2.37775E-4 0.16769470731343283
2.38889E-4 0.16835009776119403
2.39998E-4 0.16794386402985073
2.41111E-4 0.16754585686567164
2.4222E-4 0.16715048537313432
2.43333E-4 0.16675717656716418
2.44442E-4 0.1674249743283582
2.45556E-4 0.1681148056716418
2.46664E-4 0.1687991385074627
2.47778E-4 0.1694809623880597
2.48886E-4 0.170162683880597
2.5E-4 0.17083986985074626
2.51109E-4 0.17151280850746267
2.52222E-4 0.1710970543283582
2.53331E-4 0.1717757510447761
2.54444E-4 0.17244420253731343
2.55553E-4 0.17310942641791044
2.56667E-4 0.17377063865671644
2.57775E-4 0.17440287000000002
2.58889E-4 0.17507134149253734
2.59997E-4 0.17573889462686565
2.61111E-4 0.1764004971641791
2.6222E-4 0.17598429865671641
2.63333E-4 0.17557724850746267
2.64442E-4 0.17517310641791045
2.65556E-4 0.1747728037313433
2.66664E-4 0.1754510380597015
2.67778E-4 0.1761241017910448
2.68886E-4 0.17679344970149252
2.7E-4 0.1774541243283582
2.71108E-4 0.17810582029850747
2.72222E-4 0.17875575686567163
2.73331E-4 0.17940044298507463
2.74444E-4 0.18004153820895522
2.75553E-4 0.17961625089552238
2.76667E-4 0.18026468462686565
2.77775E-4 0.1809006395522388
2.78889E-4 0.18153351208955223
2.79997E-4 0.1821617186567164
2.81111E-4 0.18278877701492538
2.82219E-4 0.1834148356716418
2.83333E-4 0.1840774791044776
2.84442E-4 0.1836456919402985
2.85556E-4 0.18322468179104479
2.86664E-4 0.18280706283582088
2.87778E-4 0.18239247582089552
2.88886E-4 0.18198027462686567
2.9E-4 0.18266606701492538
2.91108E-4 0.18329981343283583
2.92222E-4 0.18392464447761195
2.9333E-4 0.18454866776119402
2.94444E-4 0.18517387925373135
2.95553E-4 0.18580085791044776
2.96667E-4 0.18642901074626864
2.97775E-4 0.18599076462686567
2.98889E-4 0.18663113701492537
2.99997E-4 0.187263417761194
3.01111E-4 0.18789435134328358
3.02219E-4 0.18852113552238806
3.03333E-4 0.18914412223880597
3.04441E-4 0.1897669176119403
3.05556E-4 0.19038906626865673
3.06664E-4 0.1910694323880597
3.07778E-4 0.1906177428358209
3.08886E-4 0.19017621880597016
3.1E-4 0.1897384652238806
3.11108E-4 0.1893044391044776
3.12222E-4 0.19000867208955224
3.1333E-4 0.19064808388059704
3.14444E-4 0.19127978328358208
3.15552E-4 0.19191083880597015
3.16667E-4 0.192542403880597
3.17775E-4 0.19317300895522388
3.18889E-4 0.19380315880597015
3.19997E-4 0.19443146507462686
3.21111E-4 0.19398242014925374
3.22219E-4 0.19462107402985074
3.23333E-4 0.1952483052238806
3.24441E-4 0.19587661746268656
3.25556E-4 0.19650393432835822
3.26663E-4 0.19712834820895522
3.27778E-4 0.19775092865671642
3.28886E-4 0.198451093880597
3.3E-4 0.19799450641791044
3.31108E-4 0.19754833059701493
3.32222E-4 0.19710529880597016
3.3333E-4 0.1966649265671642
3.34444E-4 0.1962278667164179
3.35552E-4 0.1969514462686567
3.36667E-4 0.19758003000000002
3.37774E-4 0.19820138880597013
3.38889E-4 0.19882177402985077
3.39997E-4 0.19943877194029852
3.41111E-4 0.20005295313432836
3.42219E-4 0.20066464253731345
3.43333E-4 0.20020547686567164
3.44441E-4 0.2008264676119403
3.45556E-4 0.20143583074626864
3.46663E-4 0.20204330298507464
3.47778E-4 0.20265179179104478
3.48885E-4 0.20326007179104477
3.5E-4 0.20386730253731344
3.51108E-4 0.20447284134328358
3.52222E-4 0.20518649000000003
3.5333E-4 0.20471819447761194
3.54444E-4 0.2042628429850746
3.55552E-4 0.2038121052238806
3.56667E-4 0.20336480313432836
3.57774E-4 0.2041021686567164
3.58889E-4 0.20471795925373135
3.59996E-4 0.20533134313432835
3.61111E-4 0.2059465019402985
3.62219E-4 0.20656491164179108
3.63333E-4 0.2071791520895522
3.64441E-4 0.20777880343283583
3.65556E-4 0.20840297552238807
3.66663E-4 0.20793496328358207
3.67778E-4 0.20858056880597015
3.68885E-4 0.20922085522388056
3.7E-4 0.20986066522388058
3.71107E-4 0.21050382925373134
3.72222E-4 0.21114600940298509
3.7333E-4 0.2117921853731343
3.74444E-4 0.21255767388059704
3.75552E-4 0.21208617208955224
3.76667E-4 0.21162362701492538
3.77774E-4 0.21116435776119405
3.78889E-4 0.21070802164179106
3.79996E-4 0.2102547905970149
3.81111E-4 0.21104146044776118
3.82218E-4 0.21170982850746267
3.83333E-4 0.21237571179104475
3.84441E-4 0.2130429234328358
3.85556E-4 0.21371568805970148
3.86663E-4 0.2143915492537313
3.87778E-4 0.21506992746268658
3.88885E-4 0.21459931880597014
3.9E-4 0.21529039686567167
3.91107E-4 0.21597654014925374
3.92222E-4 0.216671527761194
3.93329E-4 0.21736723119402984
3.94444E-4 0.2180654101492537
3.95552E-4 0.21876312970149253
3.96667E-4 0.2194679004477612
3.97774E-4 0.21898602223880595
3.98889E-4 0.2185176017910448
3.99996E-4 0.21805296686567166
4.01111E-4 0.21759195686567168
4.02218E-4 0.21713455119402983
4.03333E-4 0.21796233626865674
4.0444E-4 0.21868724626865668
4.05556E-4 0.21941123970149257
4.06663E-4 0.22014174149253732
4.07778E-4 0.2208755940298507
4.08885E-4 0.22161524805970148
4.1E-4 0.22236206223880597
4.11107E-4 0.22311101253731344
4.12222E-4 0.22263187358208958
4.13329E-4 0.2233944565671642
4.14444E-4 0.22414783388059703
4.15551E-4 0.22490771238805973
4.16667E-4 0.22563625029850748
4.17774E-4 0.22641470835820895
4.18889E-4 0.227199095522388
4.19996E-4 0.22805365029850747
4.21111E-4 0.22756758313432837
4.22218E-4 0.22709612597014928
4.23333E-4 0.2266299320895522
4.2444E-4 0.2261676114925373
4.25556E-4 0.2257085876119403
4.26662E-4 0.22653100268656717
4.27778E-4 0.22734533074626867
4.28885E-4 0.22816037373134326
4.3E-4 0.22897811014925376
4.31107E-4 0.22980359104477616
4.32222E-4 0.23063773656716416
4.33329E-4 0.2314728597014925
4.34444E-4 0.23099007014925377
4.35551E-4 0.2318451446268657
4.36667E-4 0.23269506522388061
4.37773E-4 0.23355072791044776
4.38889E-4 0.2344080232835821
4.39996E-4 0.23526863701492537
4.41111E-4 0.2361439219402985
4.42218E-4 0.23705361074626866
4.43333E-4 0.23655902805970153
4.4444E-4 0.23608308313432838
4.45556E-4 0.23561187059701497
4.46662E-4 0.23514394283582088
4.47778E-4 0.23467939014925374
4.48884E-4 0.2356330753731343
4.5E-4 0.23656069597014925
4.51107E-4 0.23748735597014925
4.52222E-4 0.23843357746268656
4.53329E-4 0.2394097282089552
4.54444E-4 0.2403944314925373
4.55551E-4 0.24138643925373135
4.56667E-4 0.2423861976119403
4.57773E-4 0.24339622134328356
4.58889E-4 0.24442055507462687
4.59995E-4 0.24545059746268655
4.61111E-4 0.24648336164179102
4.62218E-4 0.2475166452238806
4.63333E-4 0.24854932999999998
4.6444E-4 0.2495852891044776
4.65556E-4 0.2505818853731343
4.66662E-4 0.25007243029850745
4.67778E-4 0.24958589626865674
4.68884E-4 0.24907444149253732
4.7E-4 0.24859829059701494
4.71106E-4 0.2481252162686567
4.72222E-4 0.2492186152238806
4.73329E-4 0.25029886552238806
4.74444E-4 0.2514472079104478
4.75551E-4 0.25260240895522384
4.76667E-4 0.25376473
4.77773E-4 0.25493580597014925
4.78889E-4 0.2561339605970149
4.79995E-4 0.2556258150746269
4.81111E-4 0.25688005283582094
4.82217E-4 0.25812008686567167
4.83333E-4 0.25936628104477616
4.8444E-4 0.26061328835820896
4.85556E-4 0.2618618804477612
4.86662E-4 0.26311668119402987
4.87778E-4 0.2643906613432836
4.88884E-4 0.2638698252238806
4.9E-4 0.26337864164179103
4.91106E-4 0.26289207238805967
4.92222E-4 0.26240922567164177
4.93328E-4 0.2619299162686567
4.94444E-4 0.2630929377611941
4.95551E-4 0.2643994571641791
4.96667E-4 0.2656998447761194
4.97773E-4 0.26700732358208956
4.98889E-4 0.2683239576119403
4.99995E-4 0.2696608297014926
5.01111E-4 0.27100086865671646
5.02217E-4 0.2704742095522388
5.03333E-4 0.2718508
5.04439E-4 0.2732197091044776
5.05556E-4 0.2745995459701493
5.06662E-4 0.2759977643283582
5.07778E-4 0.27742652820895525
5.08884E-4 0.27886097582089553
5.1E-4 0.2802995070149254
5.11106E-4 0.27975773850746266
5.12222E-4 0.2792493728358209
5.13328E-4 0.2787470265671642
5.14444E-4 0.2782484388059701
5.1555E-4 0.27775327462686566
5.16667E-4 0.2772618150746269
5.17773E-4 0.27874868089552235
5.18889E-4 0.28021736910447764
5.19995E-4 0.2817112389552239
5.21111E-4 0.2832215680597015
5.22217E-4 0.28474305686567164
5.23333E-4 0.28626482970149253
5.24439E-4 0.2878100191044776
5.25556E-4 0.28727453626865673
5.26661E-4 0.2888486905970149
5.27778E-4 0.29039860179104476
5.28884E-4 0.29194661119402987
5.3E-4 0.29350375014925373
5.31106E-4 0.29507447402985076
5.32222E-4 0.29664991253731343
5.33328E-4 0.29823790940298506
5.34444E-4 0.29768234537313437
5.3555E-4 0.2971634819402985
5.36667E-4 0.29664955119402986
5.37772E-4 0.2961395492537313
5.38889E-4 0.2956338780597015
5.39995E-4 0.2972791010447761
5.41111E-4 0.2989089146268657
5.42217E-4 0.30058528820895525
5.43333E-4 0.3022757611940299
5.44439E-4 0.3039688170149254
5.45556E-4 0.3056769658208955
5.46661E-4 0.307399793880597
5.47778E-4 0.30685088059701493
5.48883E-4 0.30863838552238804
5.5E-4 0.3104164423880597
5.51106E-4 0.31219427597014926
5.52222E-4 0.3139735502985075
5.53328E-4 0.3157552555223881
5.54444E-4 0.31753815268656715
5.5555E-4 0.3193242467164179
5.56667E-4 0.3187593991044776
5.57772E-4 0.3182228955223881
5.58889E-4 0.31768992552238806
5.59994E-4 0.3171597191044776
5.61111E-4 0.31663257656716415
5.62217E-4 0.3161092671641791
5.63333E-4 0.3179354432835821
5.64439E-4 0.31975883552238804
5.65555E-4 0.3215916328358209
5.66661E-4 0.32342999686567164
5.67778E-4 0.3252856705970149
5.68883E-4 0.3271596091044776
5.7E-4 0.32904608776119404
5.71105E-4 0.328467113880597
5.72222E-4 0.33040463880597015
5.73328E-4 0.33231843970149255
5.74444E-4 0.33422784656716414
5.7555E-4 0.336135376119403
5.76667E-4 0.3380461098507463
5.77772E-4 0.3399731676119403
5.78889E-4 0.34195034925373136
5.79994E-4 0.34130432701492536
5.81111E-4 0.34074400104477615
5.82216E-4 0.3401884958208955
5.83333E-4 0.33963663
5.84439E-4 0.3390877635820896
5.85555E-4 0.34114001059701493
5.86661E-4 0.34315054179104476
5.87778E-4 0.34515307104477616
5.88883E-4 0.34715428641791046
5.9E-4 0.34916346074626864
5.91105E-4 0.35118285223880596
5.92222E-4 0.3532403395522388
5.93327E-4 0.3526348059701493
5.94444E-4 0.3547350156716418
5.9555E-4 0.3568142362686567
5.96667E-4 0.35888403776119404
5.97772E-4 0.36093282701492535
5.98889E-4 0.36296913507462686
5.99994E-4 0.3649928910447761
6.01111E-4 0.3670106243283582
6.02216E-4 0.3663678831343284
6.03333E-4 0.3657726628358209
6.04438E-4 0.3651847931343284
6.05555E-4 0.36460069238805976
6.06661E-4 0.3640195395522388
6.07778E-4 0.36344112537313433
6.08883E-4 0.36551082970149257
6.1E-4 0.3675357337313433
6.11105E-4 0.36955244731343284
6.12222E-4 0.3715696985074627
6.13327E-4 0.37358412686567166
6.14444E-4 0.3756027668656716
6.15549E-4 0.37762317268656714
6.16667E-4 0.37698842328358206
6.17772E-4 0.37904472761194025
6.18889E-4 0.3810735120895522
6.19994E-4 0.38311133029850747
6.21111E-4 0.38515070417910446
6.22216E-4 0.3871929153731343
6.23333E-4 0.3892399117910448
6.24438E-4 0.3889506952238806
6.25555E-4 0.3883169592537314
6.2666E-4 0.3877010714925373
6.27778E-4 0.38708877507462686
6.28883E-4 0.38647911970149257
6.3E-4 0.3858728920895522
6.31105E-4 0.38559795462686564
6.32222E-4 0.3876233289552239
6.33327E-4 0.38964539985074625
6.34444E-4 0.3916540149253731
6.35549E-4 0.393651096119403
6.36667E-4 0.39564279686567166
6.37771E-4 0.3976332244776119
6.38889E-4 0.3969412264179104
6.39994E-4 0.3989627643283582
6.41111E-4 0.4009546571641791
6.42216E-4 0.402950032238806
6.43333E-4 0.40492427731343283
6.44438E-4 0.4068784591044776
6.45555E-4 0.4088224967164179
6.4666E-4 0.41076151059701493
6.47778E-4 0.410090253880597
6.48882E-4 0.40944921208955226
6.5E-4 0.40881231552238806
6.51105E-4 0.4081784226865672
6.52222E-4 0.4075474432835821
6.53327E-4 0.40714104552238806
6.54444E-4 0.4090886546268657
6.55549E-4 0.41103214492537316
6.56667E-4 0.41297079328358205
6.57771E-4 0.414906336119403
6.58889E-4 0.41684005537313434
6.59993E-4 0.41877212328358204
6.61111E-4 0.42070145
6.62216E-4 0.4200382013432835
6.63333E-4 0.42196821134328355
6.64438E-4 0.42387335985074626
6.65555E-4 0.4257695943283582
6.6666E-4 0.42766065134328357
6.67778E-4 0.42954882970149255
6.68882E-4 0.43143346791044773
6.7E-4 0.4308962713432836
6.71104E-4 0.43022085835820895
6.72222E-4 0.42955932641791045
6.73327E-4 0.4289014356716418
6.74444E-4 0.42824600865671636
6.75549E-4 0.4275933440298508
6.76667E-4 0.42707490746268656
6.77771E-4 0.4289463004477611
6.78889E-4 0.43079627761194034
