0.000000E+00	-6.528867E-02	-4.811906E-02	-1.091505E-01	-2.225582E-01	
1.000000E+00	-1.551772E-01	-8.789296E-02	-2.583183E-01	-5.013885E-01	
2.000000E+00	-1.931202E-01	-4.504498E-02	-2.998484E-01	-5.380136E-01	
3.000000E+00	-2.207040E-01	3.679321E-02	-2.787096E-01	-4.626203E-01	
4.000000E+00	-2.532204E-01	1.389268E-01	-2.162890E-01	-3.305826E-01	
5.000000E+00	-2.954534E-01	2.519504E-01	-1.259040E-01	-1.694070E-01	
6.000000E+00	-3.477759E-01	3.698914E-01	-1.841015E-02	3.705373E-03	
7.000000E+00	-4.085939E-01	4.880879E-01	9.599912E-02	1.754931E-01	
8.000000E+00	-4.753957E-01	6.025086E-01	2.074806E-01	3.345936E-01	
9.000000E+00	-5.452732E-01	7.096209E-01	3.067969E-01	4.711446E-01	
1.000000E+01	-6.152414E-01	8.064549E-01	3.857615E-01	5.769750E-01	
1.100000E+01	-6.824741E-01	8.907193E-01	4.377039E-01	6.459491E-01	
1.200000E+01	-7.444956E-01	9.609093E-01	4.578747E-01	6.742884E-01	
1.300000E+01	-7.993364E-01	1.016378E+00	4.437404E-01	6.607820E-01	
1.400000E+01	-8.456518E-01	1.057358E+00	3.951437E-01	6.068497E-01	
1.500000E+01	-8.828000E-01	1.084928E+00	3.143143E-01	5.164428E-01	
1.600000E+01	-9.108704E-01	1.100937E+00	2.057330E-01	3.957992E-01	
1.700000E+01	-9.306681E-01	1.107865E+00	7.585185E-02	2.530485E-01	
1.800000E+01	-9.436539E-01	1.108659E+00	-6.731250E-02	9.769294E-02	
1.900000E+01	-9.518396E-01	1.106533E+00	-2.146812E-01	-5.998737E-02	
2.000000E+01	-9.576498E-01	1.104751E+00	-3.566846E-01	-2.095831E-01	
2.100000E+01	-9.637577E-01	1.106410E+00	-4.838665E-01	-3.412137E-01	
2.200000E+01	-9.729030E-01	1.114235E+00	-5.874793E-01	-4.461473E-01	
2.300000E+01	-9.877079E-01	1.130393E+00	-6.600391E-01	-5.173540E-01	
2.400000E+01	-1.010498E+00	1.156350E+00	-6.957993E-01	-5.499468E-01	
2.500000E+01	-1.043141E+00	1.192766E+00	-6.911167E-01	-5.414910E-01	
