0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.1	23.49067307	24.1996854	21.28546005	16.68165651	11.45293403	5.545075349	1.482940144	-5.545075349	-11.45293403	-16.68165651	-21.28546005	-24.1996854	-23.49067307
0.2	31.03480857	30.37933473	25.72902517	20.55906402	13.82664478	6.756122517	1.781731852	-6.756122517	-13.82664478	-20.55906402	-25.72902517	-30.37933473	-31.03480857
0.3	33.15561574	32.59630697	27.41862285	21.51785619	14.09174727	6.835318661	1.786910069	-6.835318661	-14.09174727	-21.51785619	-27.41862285	-32.59630697	-33.15561574
0.4	34.75361434	33.31084011	28.81651641	21.98525893	15.00803541	7.32121728	2.482621492	-7.32121728	-15.00803541	-21.98525893	-28.81651641	-33.31084011	-34.75361434
0.5	36.12612113	34.97853765	30.20063003	22.69285854	16.02478618	7.477413987	0.872108052	-7.477413987	-16.02478618	-22.69285854	-30.20063003	-34.97853765	-36.12612113
0.6	36.64312932	35.84061589	31.38586503	24.41338512	16.69238929	8.079621091	3.129773396	-8.079621091	-16.69238929	-24.41338512	-31.38586503	-35.84061589	-36.64312932
0.7	38.2934446	37.34511871	32.87898267	27.02720044	18.01374977	8.716759757	1.061763099	-8.716759757	-18.01374977	-27.02720044	-32.87898267	-37.34511871	-38.2934446
0.8	39.59204414	39.07681027	36.07925742	29.21262651	20.6160049	10.36847371	0.770480208	-10.36847371	-20.6160049	-29.21262651	-36.07925742	-39.07681027	-39.59204414
0.9	42.69572047	41.6550548	39.2087663	33.39514335	24.07855595	11.7259206	1.257400557	-11.7259206	-24.07855595	-33.39514335	-39.2087663	-41.6550548	-42.69572047
1	46.24300692	45.96027592	44.77018777	39.11426001	29.56101241	15.53747517	0.161946885	-15.53747517	-29.56101241	-39.11426001	-44.77018777	-45.96027592	-46.24300692
1.1	53.75329958	53.28417917	54.08590195	49.55296447	37.64970227	20.10197003	-0.098815131	-20.10197003	-37.64970227	-49.55296447	-54.08590195	-53.28417917	-53.75329958
1.2	66.65207642	68.25249186	71.90081404	69.81918739	54.78275756	28.93284415	-0.435728784	-28.93284415	-54.78275756	-69.81918739	-71.90081404	-68.25249186	-66.65207642
1.3	93.45333912	98.70713552	114.9258224	120.7985501	94.08812248	48.19261573	-0.680167774	-48.19261573	-94.08812248	-120.7985501	-114.9258224	-98.70713552	-93.45333912
1.4	152.6796871	175.4023216	240.8282887	286.3806135	219.5857611	100.7888263	0.166873654	-100.7888263	-219.5857611	-286.3806135	-240.8282887	-175.4023216	-152.6796871
1.5	346.5048236	442.3139057	751.1938563	979.7810268	739.629144	312.6052934	0.00922593	-312.6052934	-739.629144	-979.7810268	-751.1938563	-442.3139057	-346.5048236
1.6	1247.900896	1652.140111	2456.289514	2567.45339	2051.37409	1031.14576	0.226649421	-1031.14576	-2051.37409	-2567.45339	-2456.289514	-1652.140111	-1247.900896
1.7	3945.666084	4509.922561	5326.284462	4943.694057	3865.325775	2170.950742	-1.861578558	-2170.950742	-3865.325775	-4943.694057	-5326.284462	-4509.922561	-3945.666084
1.8	8297.8342	8807.877367	9273.483622	8146.277354	6188.012251	3586.029513	-1.859054682	-3586.029513	-6188.012251	-8146.277354	-9273.483622	-8807.877367	-8297.8342
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.1	2.881791757	15.15105723	28.48890426	37.08158798	42.70909777	47.69446839	48.76857111	48.76857111	42.70909777	37.08158798	28.48890426	15.15105723	2.881791757
0.2	4.471720733	20.97723654	38.82808376	51.01953555	59.94973782	64.18282211	66.96062374	66.96062374	59.94973782	51.01953555	38.82808376	20.97723654	4.471720733
0.3	5.412278773	24.11227607	45.49391682	59.55411918	69.7225584	75.56654103	78.29567225	78.29567225	69.7225584	59.55411918	45.49391682	24.11227607	5.412278773
0.4	8.02413855	26.42484158	49.71331531	66.98278542	77.87587083	84.83013672	87.45546435	87.45546435	77.87587083	66.98278542	49.71331531	26.42484158	8.02413855
0.5	10.6331342	28.82517513	54.7960896	73.00036821	85.89064163	93.83136197	96.56014347	96.56014347	85.89064163	73.00036821	54.7960896	28.82517513	10.6331342
0.6	13.03855806	30.50914858	58.96047784	79.42591726	94.65873307	102.1979711	105.9012883	105.9012883	94.65873307	79.42591726	58.96047784	30.50914858	13.03855806
0.7	16.17563182	33.7412119	64.82041892	86.62302425	103.109568	112.0988608	116.5779215	116.5779215	103.109568	86.62302425	64.82041892	33.7412119	16.17563182
0.8	21.67945968	37.37824161	70.75117662	95.46692937	112.3037978	122.6232651	126.8939154	126.8939154	112.3037978	95.46692937	70.75117662	37.37824161	21.67945968
0.9	20.75475548	41.67437504	77.66416573	104.9192675	124.1819109	135.6453466	139.0694891	139.0694891	124.1819109	104.9192675	77.66416573	41.67437504	20.75475548
1	18.6124064	46.55648506	86.79425568	116.5418613	138.6389039	151.0908335	156.0703246	156.0703246	138.6389039	116.5418613	86.79425568	46.55648506	18.6124064
1.1	17.29152667	53.37961034	99.62568066	133.396104	158.6311332	172.8370303	177.2619958	177.2619958	158.6311332	133.396104	99.62568066	53.37961034	17.29152667
1.2	13.2753215	63.01882881	118.8069482	161.2841791	190.5765087	205.4149722	209.7673339	209.7673339	190.5765087	161.2841791	118.8069482	63.01882881	13.2753215
1.3	11.29840907	78.52883021	154.3270316	220.7662059	257.7367383	265.3519116	265.1526404	265.1526404	257.7367383	220.7662059	154.3270316	78.52883021	11.29840907
1.4	8.031268815	111.6486564	248.6003012	401.6476836	458.1795573	414.3534176	391.8176873	391.8176873	458.1795573	401.6476836	248.6003012	111.6486564	8.031268815
1.5	30.05902101	217.4584572	615.4408935	1140.190002	1275.383895	999.764791	842.0745694	842.0745694	1275.383895	1140.190002	615.4408935	217.4584572	30.05902101
1.6	29.57169277	679.4380393	1822.625481	2808.61327	3326.648321	2996.018966	2616.446983	2616.446983	3326.648321	2808.61327	1822.625481	679.4380393	29.57169277
1.7	29.90399902	1742.552702	3806.166729	5275.992371	6175.755689	6202.674561	6113.287564	6113.287564	6175.755689	5275.992371	3806.166729	1742.552702	29.90399902
1.8	29.59318146	3299.292382	6420.426109	8559.615868	9878.934541	10323.61343	11243.35014	11243.35014	9878.934541	8559.615868	6420.426109	3299.292382	29.59318146
